Claudio Ezequiel Aquino;2;Cerro Porteño
Antonio Marín Colmán;2;Guaraní
Pablo César Leonardo Velázquez Centurión;2;12 de Octubre (I)
Enrique Javier Borja Araujo;2;Sportivo Luqueño

 Asistencias 
Juan José Franco Arrellaga;3;Guaraní
Óscar Ramón Ruiz Roa;2;Cerro Porteño
Jorge Emanuel Morel Barrios;2;Guaraní
Richard Darío Franco Escobar;2;Sol de América
Feliciano Brizuela Báez;2;Guaireña
Bautista Merlini;1;Libertad
Iván Rene Franco Diaz;1;Libertad
Carlos Sebastián Ferreira Vidal;1;Libertad
Carlos Ayrton Cougo Rivero;1;Libertad
Marcos Antonio Cáceres Centurión;1;Cerro Porteño

 Pases 
Ángel Rodrigo Cardozo Lucena;221;235;94;Cerro Porteño
Alexis David Duarte Pereira;207;218;94;Cerro Porteño
Mathías Adalberto Villasanti Rolón;181;193;93;Cerro Porteño
Antolín Alcaraz Viveros;141;152;92.763;Olimpia
Alberto Espínola Giménez;203;223;91;Cerro Porteño
Marcos Antonio Cáceres Centurión;155;171;90;Cerro Porteño
Luis Fernando Cáceres Maciel;153;170;90;Olimpia
Richard Ortiz Busto;209;235;88;Olimpia
Santiago Arzamendia Duarte;159;179;88;Cerro Porteño
Juan Gabriel Patiño Martínez;208;237;87;Cerro Porteño

 Recuperacion 
Alberto Espínola Giménez;9;Cerro Porteño
Alexander Mejía Sabalza;7;Libertad
Ángel Rodrigo Cardozo Lucena;7;Cerro Porteño
Mathías Adalberto Villasanti Rolón;6;Cerro Porteño
Jorge Darío Mendoza Torres;6;Guaireña
Claudio Ezequiel Aquino;5;Cerro Porteño
Joel Elías Ronaldo Jiménez Cabrera;5;Sol de América
Iván Rodrigo Ramírez Segovia;4;Libertad
Marcos Antonio Cáceres Centurión;4;Cerro Porteño
Santiago Arzamendia Duarte;4;Cerro Porteño

 Faltas Cometidas 
Richard Darío Franco Escobar;13;Sol de América
Carlos Niño Junior Espínola Díaz;12;Nacional (P)
Gustavo David Noguera Domínguez;10;Sol de América
Marcelo Sebastián González Cabral;10;River Plate
Jorge Darío Mendoza Torres;10;Guaireña
Ángel María Benítez Argüello;9;Guaraní
Aldo Aníbal Vera Grance;9;Sportivo Luqueño
Pablo Daniel Zeballos Ocampos;9;River Plate
Alberto Cirilo Contrera Giménez;9;River Plate
Tomás Javier Bartomeus Viveros;9;Guaireña

 Faltas Recibidas 
Bautista Merlini;14;Libertad
Claudio Ezequiel Aquino;14;Cerro Porteño
Jorge Darío Mendoza Torres;14;Guaireña
Diego Armando Godoy Vázquez;13;River Plate
Ángel Rodrigo Cardozo Lucena;11;Cerro Porteño
José Ariel Núñez Portelli;11;12 de Octubre (I)
Ramón Sosa Acosta;11;Olimpia
Javier Iván Cazal Báez;10;Sol de América
Marcelo Sebastián González Cabral;9;River Plate
Iván Rodrigo Ramírez Segovia;8;Libertad

 Tarjetas Amarillas 
Jorge Emanuel Morel Barrios;3;Guaraní
Roberto Fernández Urbieta;3;Guaraní
César Iván Benítez Leon;3;12 de Octubre (I)
Diego Roberto Vera Cabrera;3;Sportivo Luqueño
Diego Armando Godoy Vázquez;3;River Plate
Orlando Israel Gallardo Noguera;3;River Plate
Leonel Vangioni;2;Libertad
Alexander Mejía Sabalza;2;Libertad
Daniel Oscar Garnero;2;Libertad
Iván Rene Franco Diaz;2;Libertad

 Tarjetas Rojas 
Carlos Ayrton Cougo Rivero;1;Libertad
Nicolás Andrés Maná;1;Guaraní
Milton Marcelo Maciel Britez;1;Guaraní
Claudio Ronaldo Núñez Aquino;1;Nacional (P)
Gustavo Manuel Navarro Galeano;1;River Plate
Lucas David González Gamarra;1;Guaireña
Héctor Daniel Villalba;0;Libertad
Diego Francisco Viera Ruiz Díaz;0;Libertad
Leonel Vangioni;0;Libertad
Martín Andrés Silva Leites;0;Libertad
